x,y,lat,long
170,100,52.36146757952756,4.948762398787879
171,101,52.361459597322835,4.9487697595454545
172,102,52.36145161511811,4.94877712030303
173,103,52.361443632913385,4.948784481060606
174,104,52.361435650708664,4.948791841818181
175,105,52.361427668503936,4.948799202575757
176,106,52.361419686299215,4.948806563333333
177,107,52.36141170409449,4.948813924090909
178,108,52.361403721889765,4.948821284848485
179,109,52.361395739685044,4.948828645606061
180,110,52.361387757480315,4.948836006363636
181,111,52.361379775275594,4.948843367121212
182,112,52.361371793070866,4.948850727878788
183,113,52.361363810866145,4.948858088636364
184,114,52.36135582866142,4.9488654493939395
185,115,52.361347846456695,4.948872810151515
186,116,52.36133986425197,4.948880170909091
187,117,52.361331882047246,4.948887531666666
186,118,52.361323899842525,4.948880170909091
187,119,52.361315917637796,4.948887531666666
188,120,52.361307935433075,4.948894892424242
189,121,52.36129995322835,4.948902253181818
190,122,52.361291971023626,4.948909613939394
191,123,52.3612839888189,4.94891697469697
192,124,52.361276006614176,4.948924335454546
191,125,52.36126802440945,4.94891697469697
192,126,52.36126004220473,4.948924335454546
193,127,52.36125206,4.948931696212121
194,128,52.36124407779528,4.948939056969697
195,129,52.361236095590556,4.948946417727273
196,130,52.36122811338583,4.9489537784848485
197,131,52.361220131181106,4.948961139242424
198,132,52.36121214897638,4.9489685
197,133,52.36120416677166,4.948961139242424
198,134,52.36119618456693,4.9489685
199,135,52.36118820236221,4.948975860757575
200,136,52.36118022015748,4.948983221515151
201,137,52.36117223795276,4.948990582272727
202,138,52.36116425574804,4.948997943030303
203,139,52.36115627354331,4.949005303787879
204,140,52.36114829133859,4.949012664545455
205,141,52.36114030913386,4.94902002530303
206,142,52.36113232692914,4.949027386060606
207,143,52.36112434472441,4.949034746818182
208,144,52.36111636251969,4.949042107575758
209,145,52.36110838031496,4.9490494683333335
210,146,52.36110039811024,4.949056829090909
211,147,52.36109241590551,4.949064189848484
212,148,52.36108443370079,4.94907155060606
213,149,52.36107645149607,4.949078911363636
214,150,52.36106846929134,4.949086272121212
